|Many citizens , seeing the women flying toward the High Street , leaving their children crying at the open doors , hastened to don the cuirass , and supporting their somewhat uncertain courage with a musket or a partisan , directed their steps toward the hostelry of the Jolly Miller , before which was gathered , increasing every minute , a compact group , vociferous and full of curiosity . |	Jolly Miller									
|asked the host . |	DEFAULT									
|`` Oh , yes ! |										
|Perfectly safe and sound , my good host ; and I wish to know what has become of our young man . '' |	DEFAULT	DEFAULT								
|`` He is better , '' said the host , `` he fainted quite away . '' |	DEFAULT	DEFAULT								
|`` Indeed ! '' |										
|said the gentleman . |	DEFAULT									
|`` But before he fainted , he collected all his strength to challenge you , and to defy you while challenging you . '' |	DEFAULT	DEFAULT								
|`` Why , this fellow must be the devil in person ! '' |	DEFAULT									
|cried the stranger . |	DEFAULT									
|`` Oh , no , your Excellency , he is not the devil , '' replied the host , with a grin of contempt ; `` for during his fainting we rummaged his valise and found nothing but a clean shirt and eleven crowns -- which however , did not prevent his saying , as he was fainting , that if such a thing had happened in Paris , you should have cause to repent of it at a later period . '' |	DEFAULT	DEFAULT	DEFAULT							
|`` Then , '' said the stranger coolly , `` he must be some prince in disguise . '' |	DEFAULT	DEFAULT								
|`` I have told you this , good sir , '' resumed the host , `` in order that you may be on your guard . '' |	DEFAULT	DEFAULT								
|`` Did he name no one in his passion ? '' |	DEFAULT									
|`` Yes ; he struck his pocket and said , ` We shall see what Monsieur de Treville will think of this insult offered to his protege . |	DEFAULT	Monsieur de Treville								
|''' `` Monsieur de Treville ? '' |	Monsieur de Treville									
|said the stranger , becoming attentive , `` he put his hand upon his pocket while pronouncing the name of Monsieur de Treville ? |	DEFAULT	DEFAULT	Monsieur de Treville							
|Now , my dear host , while your young man was insensible , you did not fail , I am quite sure , to ascertain what that pocket contained . |	DEFAULT	DEFAULT	DEFAULT							
|What was there in it ? '' |										
|`` A letter addressed to Monsieur de Treville , captain of the Musketeers . '' |	Monsieur de Treville									
|`` Indeed ! '' |										
|`` Exactly as I have the honor to tell your Excellency . '' |	DEFAULT	DEFAULT								
|The host , who was not endowed with great perspicacity , did not observe the expression which his words had given to the physiognomy of the stranger . |	DEFAULT									
|The latter rose from the front of the window , upon the sill of which he had leaned with his elbow , and knitted his brow like a man disquieted . |	DEFAULT									
|`` The devil ! '' |										
|murmured he , between his teeth . |	DEFAULT									
|`` Can Treville have set this Gascon upon me ? |	DEFAULT	Monsieur de Treville								
|He is very young ; but a sword thrust is a sword thrust , whatever be the age of him who gives it , and a youth is less to be suspected than an older man , '' and the stranger fell into a reverie which lasted some minutes . |	DEFAULT	DEFAULT								
|`` A weak obstacle is sometimes sufficient to overthrow a great design . |										
|`` Host , '' said he , `` could you not contrive to get rid of this frantic boy for me ? |	DEFAULT	DEFAULT								
|In conscience , I can not kill him ; and yet , '' added he , with a coldly menacing expression , `` he annoys me . |	DEFAULT	DEFAULT								
|Where is he ? '' |	DEFAULT									
|`` In my wife 's chamber , on the first flight , where they are dressing his wounds . '' |	DEFAULT									
|`` His things and his bag are with him ? |	DEFAULT									
|Has he taken off his doublet ? '' |	DEFAULT									
|`` On the contrary , everything is in the kitchen . |										
|But if he annoys you , this young fool -- '' `` To be sure he does . |	DEFAULT	DEFAULT								
|He causes a disturbance in your hostelry , which respectable people can not put up with . |	DEFAULT									
|Go ; make out my bill and notify my servant . '' |	DEFAULT									
|`` What , monsieur , will you leave us so soon ? '' |	DEFAULT									
|`` You know that very well , as I gave my order to saddle my horse . |	DEFAULT	DEFAULT								
|Have they not obeyed me ? '' |	DEFAULT									
|`` It is done ; as your Excellency may have observed , your horse is in the great gateway , ready saddled for your departure . '' |	DEFAULT									
|`` That is well ; do as I have directed you , then . '' |	DEFAULT	DEFAULT								
|`` What the devil ! '' |										
|said the host to himself . |	DEFAULT									
|`` Can he be afraid of this boy ? '' |	DEFAULT									
|But an imperious glance from the stranger stopped him short ; he bowed humbly and retired . |	DEFAULT	DEFAULT								
|`` It is not necessary for Milady * to be seen by this fellow , '' continued the stranger . |	Milady	DEFAULT	DEFAULT							
|`` She will soon pass ; she is already late . |	DEFAULT									
|I had better get on horseback , and go and meet her . |	DEFAULT	DEFAULT								
|I should like , however , to know what this letter addressed to Treville contains . '' |	DEFAULT	Monsieur de Treville								
|_ * We are well aware that this term , milady , is only properly used when followed by a family name . |	DEFAULT	Milady								
|But we find it thus in the manuscript , and we do not choose to take upon ourselves to alter it . |										
|_ And the stranger , muttering to himself , directed his steps toward the kitchen . |	DEFAULT									
|In the meantime , the host , who entertained no doubt that it was the presence of the young man that drove the stranger from his hostelry , re-ascended to his wife 's chamber , and found dâ€™Artagnan just recovering his senses . |	DEFAULT	M. dâ€™Artagnan								
|Giving him to understand that the police would deal with him pretty severely for having sought a quarrel with a great lord -- for in the opinion of the host the stranger could be nothing less than a great lord -- he insisted that notwithstanding his weakness dâ€™Artagnan should get up and depart as quickly as possible . |	M. dâ€™Artagnan	DEFAULT								
|Dâ€™Artagnan , half stupefied , without his doublet , and with his head bound up in a linen cloth , arose then , and urged by the host , began to descend the stairs ; but on arriving at the kitchen , the first thing he saw was his antagonist talking calmly at the step of a heavy carriage , drawn by two large Norman horses . |	M. dâ€™Artagnan	DEFAULT								
|His interlocutor , whose head appeared through the carriage window , was a woman of from twenty to two-and-twenty years . |	M. dâ€™Artagnan									
|We have already observed with what rapidity dâ€™Artagnan seized the expression of a countenance . |	M. dâ€™Artagnan									
|He perceived then , at a glance , that this woman was young and beautiful ; and her style of beauty struck him more forcibly from its being totally different from that of the southern countries in which dâ€™Artagnan had hitherto resided . |	M. dâ€™Artagnan	DEFAULT								
|She was pale and fair , with long curls falling in profusion over her shoulders , had large , blue , languishing eyes , rosy lips , and hands of alabaster . |	DEFAULT									
|She was talking with great animation with the stranger . |	DEFAULT									
|`` His Eminence , then , orders me -- '' said the lady . |	DEFAULT	DEFAULT								
|`` To return instantly to England , and to inform him as soon as the duke leaves London . '' |	DEFAULT									
|`` And as to my other instructions ? '' |	DEFAULT									
|asked the fair traveler . |	DEFAULT									
|`` They are contained in this box , which you will not open until you are on the other side of the Channel . '' |	DEFAULT									
|`` Very well ; and you -- what will you do ? '' |	DEFAULT									
|`` I -- I return to Paris . '' |	DEFAULT									
|`` What , without chastising this insolent boy ? '' |	DEFAULT									
|asked the lady . |	DEFAULT									
|The stranger was about to reply ; but at the moment he opened his mouth , dâ€™Artagnan , who had heard all , precipitated himself over the threshold of the door . |	DEFAULT	M. dâ€™Artagnan								
|`` This insolent boy chastises others , '' cried he ; `` and I hope that this time he whom he ought to chastise will not escape him as before . '' |	DEFAULT	M. dâ€™Artagnan								
|`` Will not escape him ? '' |	DEFAULT									
|replied the stranger , knitting his brow . |	DEFAULT									
|`` No ; before a woman you would dare not fly , I presume ? '' |	DEFAULT	DEFAULT								
|`` Remember , '' said Milady , seeing the stranger lay his hand on his sword , `` the least delay may ruin everything . '' |	DEFAULT	Milady								
|`` You are right , '' cried the gentleman ; `` begone then , on your part , and I will depart as quickly on mine . '' |	DEFAULT	Milady								
|And bowing to the lady , he sprang into his saddle , while her coachman applied his whip vigorously to his horses . |	DEFAULT	DEFAULT								
|The two interlocutors thus separated , taking opposite directions , at full gallop . |										
|`` Pay him , booby ! '' |	DEFAULT									
|cried the stranger to his servant , without checking the speed of his horse ; and the man , after throwing two or three silver pieces at the foot of mine host , galloped after his master . |	DEFAULT	DEFAULT	DEFAULT							
|`` Base coward ! |										
|false gentleman ! '' |										
|cried dâ€™Artagnan , springing forward , in his turn , after the servant . |	M. dâ€™Artagnan									
|But his wound had rendered him too weak to support such an exertion . |	M. dâ€™Artagnan									
|Scarcely had he gone ten steps when his ears began to tingle , a faintness seized him , a cloud of blood passed over his eyes , and he fell in the middle of the street , crying still , `` Coward ! |	DEFAULT									
|coward ! |										
|coward ! '' |										
|`` He is a coward , indeed , '' grumbled the host , drawing near to dâ€™Artagnan , and endeavoring by this little flattery to make up matters with the young man , as the heron of the fable did with the snail he had despised the evening before . |	DEFAULT	M. dâ€™Artagnan								
|`` Yes , a base coward , '' murmured dâ€™Artagnan ; `` but she -- she was very beautiful . '' |	M. dâ€™Artagnan	DEFAULT								
|`` What she ? '' |	DEFAULT									
|demanded the host . |	DEFAULT									
|`` Milady , '' faltered dâ€™Artagnan , and fainted a second time . |	Milady	M. dâ€™Artagnan								
|`` Ah , it 's all one , '' said the host ; `` I have lost two customers , but this one remains , of whom I am pretty certain for some days to come . |	DEFAULT									
|There will be eleven crowns gained . '' |										
|It is to be remembered that eleven crowns was just the sum that remained in dâ€™Artagnan 's purse . |	M. dâ€™Artagnan									
|The host had reckoned upon eleven days of confinement at a crown a day , but he had reckoned without his guest . |	DEFAULT									
|On the following morning at five oâ€™clock dâ€™Artagnan arose , and descending to the kitchen without help , asked , among other ingredients the list of which has not come down to us , for some oil , some wine , and some rosemary , and with his mother 's recipe in his hand composed a balsam , with which he anointed his numerous wounds , replacing his bandages himself , and positively refusing the assistance of any doctor , dâ€™Artagnan walked about that same evening , and was almost cured by the morrow . |	M. dâ€™Artagnan									
|But when the time came to pay for his rosemary , this oil , and the wine , the only expense the master had incurred , as he had preserved a strict abstinence -- while on the contrary , the yellow horse , by the account of the hostler at least , had eaten three times as much as a horse of his size could reasonably be supposed to have done -- dâ€™Artagnan found nothing in his pocket but his little old velvet purse with the eleven crowns it contained ; for as to the letter addressed to M. de Treville , it had disappeared . |	M. dâ€™Artagnan	Monsieur de Treville								
|The young man commenced his search for the letter with the greatest patience , turning out his pockets of all kinds over and over again , rummaging and rerummaging in his valise , and opening and reopening his purse ; but when he found that he had come to the conviction that the letter was not to be found , he flew , for the third time , into such a rage as was near costing him a fresh consumption of wine , oil , and rosemary -- for upon seeing this hot-headed youth become exasperated and threaten to destroy everything in the establishment if his letter were not found , the host seized a spit , his wife a broom handle , and the servants the same sticks they had used the day before . |	M. dâ€™Artagnan									
|`` My letter of recommendation ! '' |	M. dâ€™Artagnan									
|cried dâ€™Artagnan , `` my letter of recommendation ! |	M. dâ€™Artagnan									
|or , the holy blood , I will spit you all like ortolans ! '' |	M. dâ€™Artagnan									
|Unfortunately , there was one circumstance which created a powerful obstacle to the accomplishment of this threat ; which was , as we have related , that his sword had been in his first conflict broken in two , and which he had entirely forgotten . |	M. dâ€™Artagnan									
|Hence , it resulted when dâ€™Artagnan proceeded to draw his sword in earnest , he found himself purely and simply armed with a stump of a sword about eight or ten inches in length , which the host had carefully placed in the scabbard . |	M. dâ€™Artagnan									
|As to the rest of the blade , the master had slyly put that on one side to make himself a larding pin . |	DEFAULT									
|But this deception would probably not have stopped our fiery young man if the host had not reflected that the reclamation which his guest made was perfectly just . |	DEFAULT									
|`` But , after all , '' said he , lowering the point of his spit , `` where is this letter ? '' |	DEFAULT									
|`` Yes , where is this letter ? '' |										
|cried dâ€™Artagnan . |	M. dâ€™Artagnan									
|`` In the first place , I warn you that that letter is for Monsieur de Treville , and it must be found , or if it is not found , he will know how to find it . '' |	M. dâ€™Artagnan	Monsieur de Treville								
|His threat completed the intimidation of the host . |	DEFAULT									
|After the king and the cardinal , M. de Treville was the man whose name was perhaps most frequently repeated by the military , and even by citizens . |	Monsieur de Treville									
|There was , to be sure , Father Joseph , but his name was never pronounced but with a subdued voice , such was the terror inspired by his Gray Eminence , as the cardinal 's familiar was called . |	Father Joseph	DEFAULT								
|Throwing down his spit , and ordering his wife to do the same with her broom handle , and the servants with their sticks , he set the first example of commencing an earnest search for the lost letter . |	Father Joseph	DEFAULT								
|`` Does the letter contain anything valuable ? '' |										
|demanded the host , after a few minutes of useless investigation . |	DEFAULT									
|`` Zounds ! |										
|I think it does indeed ! '' |	DEFAULT									
|cried the Gascon , who reckoned upon this letter for making his way at court . |	DEFAULT									
|`` It contained my fortune ! '' |	DEFAULT									
|`` Bills upon Spain ? '' |										
|asked the disturbed host . |	DEFAULT									
|`` Bills upon his Majesty 's private treasury , '' answered dâ€™Artagnan , who , reckoning upon entering into the king 's service in consequence of this recommendation , believed he could make this somewhat hazardous reply without telling of a falsehood . |	DEFAULT	M. dâ€™Artagnan								
|`` The devil ! '' |										
|cried the host , at his wit 's end . |	DEFAULT									
|`` But it 's of no importance , '' continued dâ€™Artagnan , with natural assurance ; `` it 's of no importance . |	M. dâ€™Artagnan									
|The money is nothing ; that letter was everything . |										
|I would rather have lost a thousand pistoles than have lost it . '' |	DEFAULT									
|He would not have risked more if he had said twenty thousand ; but a certain juvenile modesty restrained him . |	DEFAULT									
|A ray of light all at once broke upon the mind of the host as he was giving himself to the devil upon finding nothing . |	DEFAULT									
|`` That letter is not lost ! '' |										
|cried he . |	DEFAULT									
|`` What ! '' |										
|cried dâ€™Artagnan . |	M. dâ€™Artagnan									
|`` No , it has been stolen from you . '' |	M. dâ€™Artagnan									
|`` Stolen ? |										
|By whom ? '' |										
|`` By the gentleman who was here yesterday . |										
|He came down into the kitchen , where your doublet was . |	DEFAULT	DEFAULT								
|He remained there some time alone . |	DEFAULT									
|I would lay a wager he has stolen it . '' |	DEFAULT	DEFAULT								
|`` Do you think so ? '' |	DEFAULT									
|answered dâ€™Artagnan , but little convinced , as he knew better than anyone else how entirely personal the value of this letter was , and saw nothing in it likely to tempt cupidity . |	M. dâ€™Artagnan									
|The fact was that none of his servants , none of the travelers present , could have gained anything by being possessed of this paper . |	M. dâ€™Artagnan									
|`` Do you say , '' resumed dâ€™Artagnan , `` that you suspect that impertinent gentleman ? '' |	M. dâ€™Artagnan	DEFAULT								
|`` I tell you I am sure of it , '' continued the host . |	M. dâ€™Artagnan	DEFAULT								
|`` When I informed him that your lordship was the protege of Monsieur de Treville , and that you even had a letter for that illustrious gentleman , he appeared to be very much disturbed , and asked me where that letter was , and immediately came down into the kitchen , where he knew your doublet was . '' |	DEFAULT	DEFAULT	M. dâ€™Artagnan	Monsieur de Treville						
|`` Then that 's my thief , '' replied dâ€™Artagnan . |	M. dâ€™Artagnan									
|`` I will complain to Monsieur de Treville , and Monsieur de Treville will complain to the king . '' |	M. dâ€™Artagnan	Monsieur de Treville								
|He then drew two crowns majestically from his purse and gave them to the host , who accompanied him , cap in hand , to the gate , and remounted his yellow horse , which bore him without any further accident to the gate of St. Antoine at Paris , where his owner sold him for three crowns , which was a very good price , considering that dâ€™Artagnan had ridden him hard during the last stage . |	DEFAULT	M. dâ€™Artagnan								
|Thus the dealer to whom dâ€™Artagnan sold him for the nine livres did not conceal from the young man that he only gave that enormous sum for him on the account of the originality of his color . |	DEFAULT	M. dâ€™Artagnan								
|Thus dâ€™Artagnan entered Paris on foot , carrying his little packet under his arm , and walked about till he found an apartment to be let on terms suited to the scantiness of his means . |	M. dâ€™Artagnan									
|This chamber was a sort of garret , situated in the Rue des Fossoyeurs , near the Luxembourg . |										
|As soon as the earnest money was paid , dâ€™Artagnan took possession of his lodging , and passed the remainder of the day in sewing onto his doublet and hose some ornamental braiding which his mother had taken off an almost-new doublet of the elder M. dâ€™Artagnan , and which she had given her son secretly . |	M. dâ€™Artagnan	DEFAULT								
|Next he went to the Quai de Feraille to have a new blade put to his sword , and then returned toward the Louvre , inquiring of the first Musketeer he met for the situation of the hotel of M. de Treville , which proved to be in the Rue du Vieux-Colombier ; that is to say , in the immediate vicinity of the chamber hired by dâ€™Artagnan -- a circumstance which appeared to furnish a happy augury for the success of his journey . |	M. dâ€™Artagnan	Monsieur de Treville								
|After this , satisfied with the way in which he had conducted himself at Meung , without remorse for the past , confident in the present , and full of hope for the future , he retired to bed and slept the sleep of the brave . |	M. dâ€™Artagnan									
|This sleep , provincial as it was , brought him to nine oâ€™clock in the morning ; at which hour he rose , in order to repair to the residence of M. de Treville , the third personage in the kingdom , in the paternal estimation . |	M. dâ€™Artagnan	Monsieur de Treville								
